student_ID,course_ID,section_number,semester,year,grade
174,129,5,Spring,2015,E
174,72,5,Fall,2004,B
174,50,2,Spring,2004,E
175,149,8,Fall,2011,A
175,42,2,Fall,2008,F
175,48,3,Spring,2002,C
176,169,1,Spring,2004,B
176,134,6,Fall,2015,C
176,84,3,Fall,2013,B
176,190,5,Fall,2013,D
176,8,5,Fall,2012,D
177,35,5,Fall,2012,D
177,139,1,Fall,2001,A
178,98,1,Fall,2009,B
178,176,1,Spring,2002,D
179,208,4,Fall,2002,D
179,86,4,Fall,2015,F
179,208,3,Spring,2008,C
179,216,7,Fall,2009,F
180,171,2,Fall,2013,F
180,80,1,Spring,2015,C
180,41,6,Fall,2006,A
181,20,1,Spring,2000,A
181,66,1,Spring,2008,E
182,206,9,Fall,2000,B
182,53,5,Spring,2014,B
182,46,9,Fall,2011,F
182,248,2,Fall,2013,F
183,176,6,Spring,2014,F
183,106,1,Spring,2014,B
183,230,5,Spring,2004,F
183,35,10,Spring,2010,E
183,217,4,Fall,2000,D
183,47,2,Spring,2007,D
183,59,6,Fall,2014,E
184,66,10,Fall,2007,D
184,24,2,Spring,2012,A
184,1,2,Fall,2003,C
184,35,9,Fall,2000,E
184,74,1,Fall,2009,D
184,97,9,Spring,2005,D
185,194,2,Spring,2012,E
185,235,5,Spring,2006,D
185,205,7,Spring,2000,B
185,32,1,Fall,2014,D
186,4,1,Fall,2016,D
186,81,9,Fall,2004,C
186,155,3,Spring,2005,D
186,121,6,Fall,2012,F
187,127,1,Spring,2011,B
187,146,5,Spring,2004,A
188,191,4,Fall,2016,F
188,107,5,Spring,2015,B
188,125,3,Spring,2010,E
188,145,4,Fall,2012,A
188,139,5,Spring,2016,D
189,190,8,Spring,2005,C
189,13,1,Spring,2009,C
189,140,7,Spring,2007,D
190,105,3,Fall,2004,E
190,6,1,Fall,2015,F
191,135,1,Fall,2014,A
191,173,7,Fall,2007,B
191,144,5,Fall,2006,C
191,178,4,Fall,2010,D
192,23,4,Fall,2000,D
192,213,7,Spring,2001,D
193,228,1,Spring,2013,C
193,163,5,Fall,2014,E
193,65,9,Spring,2010,E
193,209,5,Fall,2016,C
193,218,8,Fall,2000,D
193,196,4,Spring,2006,F
193,245,4,Fall,2016,A
194,2,7,Spring,2008,B
194,16,3,Spring,2001,C
194,47,1,Spring,2005,F
194,145,10,Fall,2001,C
194,147,1,Spring,2010,E
194,93,1,Spring,2007,B
194,110,1,Spring,2008,D
195,26,2,Fall,2004,E
195,176,8,Fall,2011,B
196,136,2,Fall,2008,A
196,79,5,Spring,2006,C
196,228,2,Fall,2010,D
197,98,6,Fall,2013,E
197,44,2,Fall,2016,C
197,226,8,Fall,2002,F
197,112,1,Fall,2000,A
197,231,6,Spring,2000,A
198,241,8,Fall,2012,C
198,85,1,Spring,2007,F
198,250,2,Spring,2005,C
198,148,5,Spring,2005,F
198,87,5,Spring,2000,A
198,115,1,Spring,2011,E
198,3,4,Fall,2016,B
199,218,10,Fall,2000,C
199,49,3,Spring,2007,E
199,38,1,Fall,2016,E
199,52,4,Spring,2005,D
200,139,2,Spring,2016,E
200,180,5,Fall,2014,A
200,74,2,Spring,2003,D
200,244,6,Fall,2013,E
200,176,9,Fall,2002,B
201,97,8,Fall,2007,C
202,134,1,Fall,2005,E
203,46,3,Spring,2008,D
203,156,9,Fall,2014,D
203,44,4,Spring,2013,D
203,26,3,Fall,2010,E
203,172,3,Spring,2008,D
204,37,2,Fall,2010,E
204,225,2,Fall,2002,E
204,186,7,Spring,2006,D
204,192,1,Fall,2001,A
204,131,4,Spring,2006,C
204,120,8,Spring,2003,D
205,101,7,Spring,2004,C
206,215,5,Fall,2003,A
206,39,5,Fall,2005,C
206,131,1,Spring,2002,D
206,228,8,Spring,2007,F
206,96,10,Fall,2007,B
206,149,1,Fall,2016,A
206,249,2,Spring,2007,B
207,97,2,Fall,2016,D
207,246,10,Fall,2012,A
207,181,1,Fall,2004,C
208,198,1,Spring,2007,E
208,66,6,Fall,2004,B
208,40,9,Fall,2009,F
208,90,1,Fall,2014,F
209,108,7,Fall,2000,A
209,159,5,Fall,2013,E
209,140,3,Spring,2004,F
210,111,3,Fall,2003,D
210,107,7,Spring,2004,F
211,185,1,Spring,2002,C
211,64,4,Spring,2000,C
211,68,1,Spring,2011,E
212,79,7,Spring,2005,D
212,50,4,Spring,2000,B
212,133,4,Fall,2015,D
212,87,4,Spring,2006,F
213,16,4,Fall,2002,C
214,18,1,Spring,2005,D
214,132,1,Spring,2015,B
214,43,1,Fall,2009,E
214,209,4,Fall,2015,C
214,18,7,Fall,2013,C
214,67,3,Fall,2003,E
215,115,9,Fall,2002,A
215,160,7,Spring,2006,A
215,29,2,Fall,2014,E
215,222,7,Spring,2000,A
215,216,5,Fall,2013,D
215,95,3,Fall,2013,A
215,164,5,Fall,2009,B
216,112,4,Spring,2014,D
216,120,6,Fall,2002,A
217,11,1,Spring,2009,B
217,9,3,Fall,2014,B
218,234,3,Spring,2010,E
218,200,2,Fall,2012,D
218,157,1,Spring,2000,C
218,183,3,Fall,2010,E
218,65,1,Spring,2008,E
218,243,2,Fall,2006,B
218,119,4,Fall,2010,A
219,21,1,Spring,2000,A
220,197,1,Fall,2007,F
220,144,1,Fall,2016,E
220,227,1,Spring,2006,F
220,168,1,Spring,2003,F
221,186,6,Spring,2014,B
222,156,3,Spring,2015,A
222,34,7,Spring,2002,D
222,122,1,Spring,2012,F
222,22,4,Spring,2002,F
222,177,5,Spring,2007,A
222,125,4,Fall,2015,F
223,126,7,Spring,2015,C
223,174,1,Fall,2012,C
223,83,4,Spring,2005,D
223,79,1,Spring,2012,E
224,218,5,Spring,2011,F
224,140,4,Fall,2003,F
224,193,1,Spring,2010,D
224,216,4,Fall,2009,D
224,33,4,Spring,2006,B
225,92,9,Spring,2012,E
225,39,4,Spring,2011,E
225,12,4,Fall,2003,A
225,208,5,Spring,2002,A
225,19,5,Spring,2013,E
226,222,9,Fall,2005,A
226,226,4,Fall,2010,F
226,244,8,Fall,2011,E
226,159,4,Spring,2011,F
226,202,1,Fall,2016,D
226,14,2,Fall,2002,B
227,51,2,Fall,2003,A
227,79,4,Fall,2005,E
227,219,5,Spring,2014,D
227,22,3,Fall,2003,D
227,215,1,Spring,2013,E
227,218,3,Spring,2013,B
228,245,1,Fall,2001,F
228,79,3,Spring,2000,F
228,213,3,Spring,2003,D
229,186,3,Fall,2011,D
229,3,3,Spring,2001,B
229,131,2,Spring,2005,B
229,51,9,Spring,2012,F
230,142,3,Fall,2011,C
231,172,9,Spring,2001,E
231,33,6,Fall,2003,B
231,164,2,Spring,2011,F
231,221,5,Spring,2014,E
231,171,4,Fall,2012,C
232,52,6,Fall,2007,B
232,34,4,Spring,2010,D
232,105,2,Spring,2000,E
232,108,5,Spring,2009,B
232,5,1,Spring,2009,C
232,240,3,Spring,2009,D
232,230,2,Fall,2013,F
233,136,3,Fall,2013,F
233,6,3,Fall,2005,A
233,208,1,Spring,2007,E
234,67,2,Spring,2011,C
234,142,1,Fall,2013,D
234,58,10,Fall,2001,D
234,9,4,Spring,2013,B
234,108,1,Fall,2007,B
234,83,1,Fall,2003,C
234,121,3,Fall,2005,F
235,9,2,Spring,2012,E
235,69,4,Fall,2007,D
235,30,3,Spring,2006,A
235,132,6,Spring,2004,A
235,122,7,Fall,2004,C
235,218,4,Fall,2003,B
236,17,1,Fall,2003,D
237,112,2,Spring,2001,F
237,16,1,Spring,2005,E
237,64,5,Fall,2011,E
237,9,5,Spring,2014,E
